,Total_Sales,cleaned_name,curb_weight_lbs,speed_sec,msrp,pass_capacity,doors,wheelbase_in,tank_cap_gal,vol_cubft,mpg_comb,class,Year,height_in,length_in,width_in,drivetrain,transmission,fuel,horsepower_hp
6489,99104.0,honda hr v,3038.333333333330,,24188.88888888890,5.0,4.0,102.80000000000000,13.2,97.8777777777778,29.0,small suv,2019,63.2,170.4,69.8,all wheel,MT,gas,141.0
6490,2594.0,jaguar i pace,4784.0,5.6,77937.5,5.0,4.0,117.7,,,76.0,small suv,2019,61.3,184.3,74.6,all wheel,AT,electric,394.0
6491,4853.0,bmw i3,3142.5,8.26,47975.0,4.0,4.0,101.2,2.3,84.0,113.0,subcompact,2019,62.75,158.3,69.9,rear wheel,AT,electric,170.0
6492,1102.0,bmw i8,3455.0,4.65,155400.0,3.0,2.0,110.2,11.1,81.0,27.0,subcompact,2019,50.9,184.9,76.5,all wheel,AT,electric,369.0
6493,14685.0,acura ilx,3126.6,6.63,28860.0,5.0,4.0,105.1,13.2,89.0,28.0,compact,2019,55.6,182.2,70.6,front wheel,DCT,gas,201.0
6494,44978.0,chevrolet impala,3730.0,6.21,31753.33333333330,5.0,4.0,111.7,18.5,105.0,22.0,large,2019,58.9,201.3,73.0,front wheel,AT,gas,197.0
6497,66415.0,subaru impreza,3054.0,8.37,21031.36363636360,5.0,4.0,104.1,14.5,97.28181818181820,30.181818181818200,small station wagon,2019,57.7,182.1,70.0,all wheel,DCT,gas,152.0
6498,21838.0,subaru impreza wrx,,5.23,12639.0,,,104.3,15.9,108.6,24.0,,2019,58.1,180.9,70.7,all wheel,,gas,268.0
6499,23686.0,honda insight,3021.6666666666700,11.89,25093.33333333330,5.0,4.0,106.3,10.6,98.0,52.0,compact,2019,55.6,183.6,71.6,front wheel,MT,electric,151.0
6500,19574.0,hyundai ioniq,,8.54,22400.0,5.0,4.0,106.3,11.9,96.0,55.0,large,2019,56.9,176.0,71.7,front wheel,AT,gas,139.0
6501,14920.0,lexus is,3662.75,5.63,41373.75,5.0,4.0,110.20000000000000,17.400000000000000,90.20000000000000,22.25,compact,2019,56.3,184.3,71.3,rear wheel,AT,gas,311.0
6504,100453.0,volkswagen jetta,2962.0,9.26,23714.23076923080,5.0,4.0,105.70000000000000,13.200000000000000,94.0,34.0,compact,2019,57.400000000000000,185.1,70.8,front wheel,DCT,gas,147.0
6507,74687.0,dodge journey,4065.428571428570,9.89,29009.28571428570,7.0,4.0,113.80000000000000,20.757142857142900,,21.0,small suv,2019,66.60000000000000,192.4,42.0,front wheel,AT,gas,173.0
6510,392.0,kia k900,4484.0,5.81,59900.0,5.0,4.0,122.2,19.8,110.0,21.0,large,2019,58.7,201.6,75.4,all wheel,AT,gas,365.0
6511,58193.0,nissan kicks,2655.0,,19886.666666666700,5.0,4.0,103.10000000000000,10.800000000000000,94.0,33.0,midsize,2019,62.4,169.1,69.3,front wheel,AT,gas,122.0
6512,73326.0,hyundai kona,3097.5,6.8,25778.0,5.0,4.0,102.4,13.2,94.1,28.5,small suv,2019,61.0,164.0,70.9,front wheel,DCT,gas,175.0
6513,7241.0,buick lacrosse,3630.6666666666700,5.68,39347.77777777780,5.0,4.0,114.4,15.93333333333330,102.0,24.0,midsize,2019,57.5,197.5,73.5,front wheel,AT,gas,310.0
6516,3536.0,toyota land cruiser,5730.0,6.57,85015.0,8.0,4.0,112.2,24.6,,15.0,suv,2019,74.0,194.9,78.0,four wheel,AT,gas,381.0
6518,1219.0,lexus lc,4357.5,4.38,94555.0,4.0,2.0,113.0,21.95,85.9,24.5,subcompact,2019,53.0,187.4,75.6,rear wheel,MT,gas,471.0
6519,12365.0,nissan leaf,3642.1666666666700,10.32,36048.333333333300,5.0,4.0,106.3,,92.4,112.0,midsize,2019,61.53333333333330,176.4,70.5,front wheel,AT,electric,147.0
6520,35063.0,subaru legacy,3574.4,8.25,26775.0,5.0,4.0,108.3,18.5,102.38,27.8,midsize,2019,59.0,188.8,72.4,all wheel,DCT,gas,175.0
6523,5528.0,lexus ls,4850.166666666670,5.54,80413.33333333330,5.0,4.0,123.0,21.866666666666700,99.4,23.666666666666700,large,2019,57.7,206.1,74.8,rear wheel,AT,gas,416.0
6526,4718.0,lexus lx,5995.0,6.77,88580.0,6.5,4.0,112.2,24.6,158.9,15.0,suv,2019,75.2,200.0,78.0,four wheel,AT,gas,383.0
6528,22667.0,porsche macan,4196.0,7.05,54250.0,5.0,4.0,110.5,19.8,,21.0,small suv,2019,63.9,184.9,76.2,all wheel,AT,gas,248.0
6529,120302.0,chevrolet malibu,3190.6666666666700,8.25,26031.666666666700,5.0,4.0,111.4,15.333333333333300,100.0,26.0,midsize,2019,57.3,194.2,73.0,front wheel,AT,gas,122.0
6532,35076.0,nissan maxima,3541.8,6.36,37290.0,5.0,4.0,109.3,18.0,98.0,24.0,midsize,2019,56.5,192.8,73.2,front wheel,MT,gas,300.0
6533,52019.0,acura mdx,4232.538461538460,6.43,53473.07692307690,6.615384615384620,4.0,111.0,19.484615384615400,132.50000000000000,23.07692307692310,small suv,2019,67.40000000000000,196.2,77.7,all wheel,DCT,gas,290.0
6536,11718.0,mercedes benz metris,,,30856.666666666700,3.6666666666666700,3.333333333333330,129.0,18.5,,21.666666666666700,,2019,74.93333333333330,,,rear wheel,DCT,gas,208.0
6537,26966.0,mitsubishi mirage,2085.833333333330,10.72,15602.5,5.0,4.0,96.5,9.2,172.0,36.0,subcompact,2019,59.4,149.4,65.6,front wheel,MT,gas,78.0
6538,1502.0,toyota mirai,4075.0,10.02,58500.0,4.0,4.0,109.4,32.3,85.7,66.0,midsize,2019,60.5,192.5,71.5,front wheel,AT,electric,151.0
6539,25816.0,lincoln mkc,3910.0,,40847.5,5.0,4.0,105.9,15.7,97.9,22.0,small suv,2019,65.2,,,front wheel,AT,gas,
6540,3388.0,lincoln mkt,5036.0,,51000.0,7.0,4.0,117.9,18.6,142.3,17.0,small suv,2019,67.4,153.0,138.0,all wheel,AT,gas,355.0
6543,31610.0,lincoln mkx nautilus,,,,,,,,,,,2019,,,,,,,
6544,17726.0,lincoln mkz,3836.6666666666700,,40661.66666666670,5.0,4.0,112.20000000000000,16.0,96.46666666666660,29.33333333333330,midsize,2019,58.13333333333330,212.0,41.0,front wheel,AT,gas,263.0
6545,161100.0,tesla model 3,3943.3333333333300,5.71,51233.333333333300,5.0,4.0,113.2,,97.0,116.0,large,2019,56.66666666666670,184.8,72.8,all wheel,AT,electric,271.0
6546,14425.0,tesla model s,4889.666666666670,,95111.11111111110,5.0,4.0,116.5,,94.0,102.0,large,2019,56.5,196.0,77.3,all wheel,AT,electric,
6547,19600.0,tesla model x,,,107857.14285714300,5.0,4.0,116.70000000000000,,,87.0,,2019,66.0,198.3,78.7,all wheel,AT,electric,
6548,68361.0,nissan murano,3885.5,6.68,37407.5,5.0,4.0,111.20000000000000,19.0,106.775,24.0,midsize station wagon,2019,66.60000000000000,,,front wheel,,gas,260.0
6549,72489.0,ford mustang,3671.0,5.18,41105.0,4.0,2.0,107.1,15.8,83.0,25.0,subcompact,2019,54.51000000000000,188.3,75.4,rear wheel,MT,gas,310.0
6550,7753.0,mazda mx 5 miata,2363.0,5.78,30714.375,2.0,2.0,90.9,11.900000000000000,,29.5,two seater,2019,220.0,154.1,68.3,rear wheel,MT,gas,181.0
6553,18656.0,lincoln navigator,5922.5,,81405.0,7.0,4.0,122.5,23.0,159.4,18.33333333333330,suv,2019,76.33333333333330,208.4,191.0,four wheel,AT,gas,310.0
6556,267.0,hyundai nexo,4053.0,10.79,60050.0,5.0,4.0,109.8,41.4,101.3,,small suv,2019,64.2,183.9,73.2,front wheel,AT,electric,161.0
6557,24421.0,kia niro,3215.6,8.97,26968.0,5.0,4.0,106.3,11.9,101.0,49.0,small suv,2019,60.4,171.5,71.1,front wheel,DCT,electric,139.0
6558,238.0,acura nsx,3878.0,3.17,157500.0,2.0,2.0,103.5,15.6,,21.0,two seater,2019,,176.1,76.3,all wheel,DCT,electric,573.0
6559,20022.0,nissan nv,,,34213.80952380950,3.4285714285714300,3.0,146.10000000000000,28.0,,,,2019,92.23809523809530,,54.3,rear wheel,AT,gas,261.0
6560,18768.0,nissan nv200,3627.0,,25316.666666666700,3.0,4.0,115.2,14.5,102.4,24.666666666666700,minivan,2019,73.96666666666670,,,front wheel,,gas,131.0
6561,58715.0,lexus nx,4032.0,7.28,38411.0,5.0,4.0,104.7,15.68,71.6,25.8,small suv,2019,64.8,182.3,73.6,all wheel,DCT,gas,235.0
6562,99113.0,honda odyssey,4488.166666666670,7.92,38933.333333333300,7.833333333333330,4.0,118.1,19.5,,22.0,minivan,2019,69.38333333333330,203.2,78.5,front wheel,AT,gas,280.0
6565,96050.0,kia optima,3342.75,8.64,26715.0,5.0,4.0,110.4,18.5,105.0,31.0,midsize,2019,57.7,191.1,73.2,front wheel,AT,gas,192.0
6568,181178.0,subaru outback,3749.6666666666700,8.5,33070.0,5.0,4.0,108.1,18.5,105.7,26.0,small suv,2019,66.10000000000000,172.0,29.0,all wheel,DCT,gas,175.0
6571,37965.0,mitsubishi outlander,3463.4444444444400,8.57,27717.222222222200,7.0,4.0,105.1,16.600000000000000,127.4,26.0,small suv,2019,66.10000000000000,184.8,71.3,four wheel,AT,gas,166.0
6574,2810.0,mitsubishi outlander phev,4178.0,,38645.0,5.0,4.0,105.1,11.3,,25.0,small suv,2019,67.3,184.8,70.8,four wheel,AT,electric,
6575,26144.0,mitsubishi outlander sport,3176.0,,23935.90909090910,5.0,4.0,105.1,16.23636363636360,97.5,26.09090909090910,small suv,2019,64.80000000000000,171.9,71.3,front wheel,MT,gas,148.0
6576,97706.0,chrysler pacifica,4549.0,7.44,37571.66666666670,7.0,4.0,121.6,18.166666666666700,,22.0,minivan,2019,69.90000000000000,203.8,,front wheel,AT,gas,260.0
6577,28736.0,hyundai palisade,,,,,,,,,,,2019,,,,,,,
6578,6625.0,porsche panamera,4537.722222222220,5.67,129072.22222222200,4.333333333333330,4.0,117.73888888888900,22.83333333333330,108.0,22.0,large,2019,56.172222222222200,198.8,76.3,all wheel,AT,gas,330.0
6579,14123.0,volkswagen passat,3358.8571428571400,8.8,28475.0,5.0,4.0,110.4,18.5,102.0,29.0,midsize,2019,58.5,191.9,72.2,front wheel,DCT,gas,174.0
6580,36285.0,honda passport,4121.285714285720,7.09,37820.0,5.0,4.0,111.0,19.5,115.18571428571400,22.0,small suv,2019,71.94285714285710,190.5,78.6,all wheel,AT,gas,280.0
6581,65691.0,nissan pathfinder,4438.375,,37342.5,7.0,4.0,114.20000000000000,19.5,136.77500000000000,22.375,small suv,2019,69.5,20.0,57.0,front wheel,MT,gas,266.0
6585,633694.0,ram pickup,,,,,,,,,,,2019,,,,,,,
6586,135008.0,honda pilot,4837.615384615390,6.58,39746.15384615380,7.769230769230770,4.0,111.0,19.5,152.3923076923080,21.846153846153800,suv,2019,70.60000000000000,196.5,78.6,all wheel,AT,gas,280.0
6589,56410.0,ram promaster,,,33379.375,2.0,2.625,144.9375,24.0,,,,2019,91.25,,55.8,front wheel,AT,gas,280.0
6590,12919.0,ram promaster city,3635.0,,25970.0,3.5,4.0,122.4,16.1,,24.0,special purpose,2019,74.0,,,front wheel,AT,gas,178.0
6591,14822.0,audi q3,3577.0,7.24,34450.0,5.0,4.0,102.5,16.900000000000000,84.0,23.0,small suv,2019,62.5,176.6,72.8,front wheel,DCT,gas,228.0
6592,67516.0,audi q5,4057.0,6.13,42950.0,5.0,4.0,111.0,18.5,,24.0,small suv,2019,65.3,183.6,74.5,all wheel,DCT,gas,248.0
6596,25987.0,infiniti q50,3834.1,,44262.5,5.0,4.0,112.20000000000000,20.0,102.0,23.0,midsize,2019,57.040000000000000,,,rear wheel,MT,gas,
6597,5043.0,infiniti q60,3887.6666666666700,,47850.0,4.0,2.0,112.2,20.0,85.0,22.0,subcompact,2019,54.76666666666670,,,rear wheel,MT,gas,
6598,34649.0,audi q7,4808.2,7.85,57390.0,7.0,4.0,117.9,22.5,,21.0,suv,2019,68.5,199.6,77.5,all wheel,DCT,gas,248.0
6602,2552.0,infiniti q70,4078.6,,58000.0,5.0,4.0,114.2,20.0,104.0,19.0,midsize,2019,59.35,,,rear wheel,MT,gas,
6603,14256.0,audi q8,,,67400.0,5.0,4.0,117.90000000000000,22.5,,19.0,suv,2019,67.2,196.6,78.5,all wheel,DCT,electric,335.0
6604,3229.0,infiniti qx30,3412.333333333330,,36475.0,5.0,4.0,106.3,13.733333333333300,89.0,27.0,small station wagon,2019,59.2,,,front wheel,DCT,gas,
6605,18616.0,infiniti qx50,3884.3333333333300,,40666.66666666670,5.0,4.0,110.2,16.0,,27.0,small station wagon,2019,66.0,,,front wheel,MT,gas,
6606,43162.0,infiniti qx60,4458.5,,45925.0,7.0,4.0,114.20000000000000,19.5,133.0,22.0,small suv,2019,68.60000000000000,,,front wheel,,gas,
6607,19113.0,infiniti qx80,,,74666.66666666670,7.0,4.0,121.10000000000000,26.0,,15.333333333333300,,2019,75.8,,,all wheel,MT,gas,
6608,574.0,audi r8,,3.71,137724.0,2.0,2.0,104.4,21.9,,17.0,two seater,2019,,174.3,76.4,all wheel,AT,gas,532.0
6609,18831.0,land rover range rover,4993.5,4.86,123400.45454545500,4.909090909090910,4.0,117.12727272727300,26.145454545454500,,18.0,suv,2019,73.11818181818180,109.0,242.0,four wheel,DCT,gas,340.0
6612,11529.0,land rover range rover evoque,3655.625,6.06,53690.0,4.8,3.6,104.80000000000000,18.5,,24.6,small suv,2019,64.16,14.0,77.0,four wheel,AT,gas,286.0
6613,25768.0,land rover range rover sport,4982.090909090910,6.38,78600.0,5.0,4.0,115.0,26.491666666666700,,19.0,suv,2019,71.0,167.0,209.0,four wheel,AT,electric,355.0
6616,17087.0,land rover range rover velar,,,61066.66666666670,5.0,4.0,113.0,19.3,,23.0,small suv,2019,65.60000000000000,,,four wheel,AT,gas,247.0
6617,83571.0,ford ranger,,,30712.30769230770,4.461538461538460,4.0,126.80000000000000,18.0,,20.11111111111110,,2019,71.06923076923080,210.8,224.0,rear wheel,DCT,gas,270.0
6619,448068.0,toyota rav4,3564.6153846153800,7.46,30515.384615384600,5.0,4.0,105.90000000000000,14.5,,30.0,small suv,2019,67.18461538461540,181.5,73.4,all wheel,AT,gas,203.0
6621,4591.0,lexus rc,3816.75,6.55,47047.5,4.0,2.0,107.5,17.400000000000000,82.0,22.25,subcompact,2019,55.00000000000000,184.8,72.4,rear wheel,DCT,gas,260.0
6622,62876.0,acura rdx,3904.571428571430,6.48,43257.142857142900,5.0,4.0,108.30000000000000,17.100000000000000,104.0,23.571428571428600,small suv,2019,65.7,186.8,74.8,front wheel,AT,gas,272.0
6624,10363.0,buick regal,3713.0,7.54,32154.28571428570,5.0,4.0,107.8,18.0,98.0,26.0,midsize,2019,58.26666666666670,192.9,73.3,front wheel,AT,gas,250.0
6626,76886.0,jeep renegade,3203.3,7.77,24941.0,5.0,4.0,101.20000000000000,12.7,100.1,24.428571428571400,small suv,2019,66.5,166.6,,four wheel,AT,gas,177.0
6627,33334.0,honda ridgeline,4525.8,,36838.88888888890,5.0,4.0,125.20000000000000,19.5,110.76,21.444444444444400,pickup truck,2019,70.53333333333340,137.0,184.0,all wheel,AT,gas,250.0
6629,24509.0,kia rio,2714.0,9.49,15790.0,5.0,4.0,101.6,11.9,90.0,32.0,compact,2019,57.1,172.6,67.9,front wheel,AT,gas,130.0
6631,1019.0,acura rlx,4178.5,4.75,58400.0,5.0,4.0,112.2,16.8,102.0,23.0,midsize,2019,57.7,198.1,74.4,front wheel,DCT,gas,377.0
6632,350447.0,nissan rogue,3632.0,8.94,29033.0,5.0,4.0,106.5,14.5,106.20000000000000,30.2,small suv,2019,68.21000000000000,,72.4,front wheel,,gas,170.0
6633,111036.0,lexus rx,4556.166666666670,6.86,49684.583333333300,6.0,4.0,109.80000000000000,18.533333333333300,121.43333333333300,24.5,small suv,2019,67.7,196.9,74.6,all wheel,DCT,gas,290.0
6634,12503.0,mercedes benz s class,4834.25,6.0,160625.0,4.571428571428570,3.142857142857140,122.0,21.014285714285700,109.0,19.142857142857100,compact,2019,57.621428571428600,206.5,74.8,rear wheel,DCT,gas,362.0
6635,127373.0,hyundai santa fe,4007.785714285710,6.51,32635.714285714300,5.0,4.0,108.90000000000000,18.800000000000000,110.70000000000000,23.285714285714300,small suv,2019,66.81428571428570,193.1,74.2,front wheel,DCT,gas,290.0
6638,24227.0,gmc savana,,9.59,,,,135.0,31.0,,,,2019,83.7,224.1,79.2,rear wheel,Automatic transmission,diesel,260.0
6641,15843.0,kia sedona,4468.5,7.77,32900.0,7.75,4.0,120.5,21.1,,21.0,minivan,2019,68.8,201.4,78.1,front wheel,AT,gas,276.0
6644,184618.0,nissan sentra,2959.125,9.21,21652.5,5.0,4.0,106.30000000000000,13.2,96.0,30.0,midsize,2019,58.9125,182.1,69.3,front wheel,MT,gas,130.0
6647,10289.0,toyota sequoia,5905.555555555560,5.96,57380.0,7.5,4.0,122.0,26.400000000000000,126.9,14.333333333333300,suv,2019,77.0,205.1,79.9,four wheel,DCT,gas,381.0
6650,73585.0,toyota sienna,4612.222222222220,7.62,40760.55555555560,7.277777777777780,4.0,119.30000000000000,20.0,164.40000000000000,21.22222222222220,minivan,2019,70.72222222222220,200.2,78.1,front wheel,DCT,gas,296.0
6653,232325.0,gmc sierra,,7.57,44313.79310344830,5.551724137931040,3.8620689655172400,149.86206896551700,24.27586206896550,,18.310344827586200,,2019,75.80310344827590,,50.63,four wheel,DCT,gas,355.0
6654,575569.0,chevrolet silverado,,,41911.90476190480,5.761904761904760,3.9047619047619000,150.24619047619000,24.204761904761900,,18.285714285714300,,2019,75.90404761904760,,50.63,four wheel,DCT,gas,285.0
6655,1791.0,mercedes benz sl class,3951.0,5.26,119050.0,2.0,2.0,101.7,19.8,,20.33333333333330,two seater,2019,51.20000000000000,182.3,76.7,rear wheel,AT,gas,362.0
6656,1916.0,mercedes benz slc class,3418.5,6.39,56425.0,2.0,2.0,95.7,15.9,,25.0,two seater,2019,51.3,162.8,71.5,rear wheel,AT,gas,241.0
6657,87466.0,hyundai sonata,3323.8571428571400,8.75,25832.14285714290,5.0,4.0,110.40000000000000,18.5,106.0,28.0,large,2019,58.100000000000000,191.1,73.4,front wheel,DCT,gas,202.0
6660,13970.0,chevrolet sonic,2827.0,8.64,18280.0,5.0,4.0,99.4,12.2,91.0,29.0,compact,2019,59.54,173.9,68.3,front wheel,MT,gas,138.0
6661,96531.0,kia sorento,4030.363636363640,6.27,35791.818181818200,7.0,4.0,109.4,18.800000000000000,154.20000000000000,22.27272727272730,small suv,2019,66.4090909090909,189.0,74.4,front wheel,AT,gas,290.0
6663,97814.0,kia soul,3038.0,9.07,18700.0,5.0,4.0,101.2,14.2,101.0,28.0,small station wagon,2019,63.5,163.0,70.9,front wheel,AT,gas,161.0
6666,31280.0,chevrolet spark,2259.333333333330,9.54,14853.333333333300,4.0,4.0,93.90000000000000,9.0,86.0,33.0,subcompact,2019,58.52,143.1,62.8,front wheel,MT,gas,98.0
6667,88977.0,kia sportage,3489.5,7.84,28383.33333333330,5.0,4.0,105.1,16.400000000000000,98.6,23.33333333333330,small suv,2019,64.86666666666670,176.4,73.0,front wheel,DCT,gas,181.0
6670,29757.0,mercedes benz sprinter,,,48143.75,4.0,2.875,156.1875,24.5,,,,2019,,,,rear wheel,DCT,diesel,
6671,9444.0,alfa romeo stelvio,4083.5,6.37,47332.5,5.0,4.0,111.0,16.900000000000000,,25.0,small suv,2019,66.0375,184.6,74.9,all wheel,AT,gas,280.0
6672,13884.0,kia stinger,3836.2,,42496.0,5.0,4.0,114.4,15.900000000000000,93.80000000000000,21.8,large,2019,55.10000000000000,,,rear wheel,,gas,
6673,51928.0,chevrolet suburban,,7.200000000000000,58866.66666666670,7.666666666666670,4.0,130.0,31.0,,17.0,,2019,74.40000000000000,16.0,217.0,rear wheel,DCT,flex fuel,355.0
6674,2884.0,toyota supra,,,,,,,,,,,2019,,,,,,,
6675,248801.0,toyota tacoma,,,33684.833333333300,4.666666666666670,4.0,129.60000000000000,21.10000000000000,,20.133333333333300,,2019,70.66666666666660,212.3,41.0,four wheel,DCT,gas,278.0
6677,101189.0,chevrolet tahoe,,7.45,56066.66666666670,8.0,4.0,116.0,26.0,,17.5,,2019,74.40000000000000,10.0,214.0,rear wheel,DCT,flex fuel,355.0
6679,13423.0,ford taurus,4059.6666666666700,5.58,34925.833333333300,5.0,4.0,112.9,19.0,102.2,20.0,large,2019,60.7,202.9,76.2,front wheel,AT,gas,288.0
6682,130.0,porsche taycan,,,,,,,,,,,2019,,,,,,,
6683,58932.0,kia telluride,,,,,,,,,,,2019,,,,,,,
6684,101470.0,gmc terrain,3640.727272727270,6.58,32572.727272727300,5.0,4.0,107.30000000000000,15.21818181818180,99.6,28.27272727272730,suv,2019,65.40000000000000,182.3,72.4,front wheel,DCT,flex fuel,252.0
6687,109963.0,volkswagen tiguan,3824.25,8.43,31903.33333333330,5.833333333333330,4.0,109.80000000000000,15.65,,25.0,small suv,2019,66.30000000000000,185.1,72.4,all wheel,DCT,gas,184.0
6690,31514.0,nissan titan,,,44045.434782608700,4.913043478260870,3.4782608695652200,142.3652173913040,26.0,,17.88888888888890,,2019,77.0282608695652,228.1,227.0,four wheel,AT,gas,390.0
6693,26548.0,acura tlx,3671.285714285710,7.26,40728.57142857140,5.0,4.0,109.30000000000000,17.200000000000000,93.30000000000000,24.214285714285700,midsize,2019,57.0,191.7,73.0,front wheel,AT,gas,206.0
6694,160.0,volkswagen touareg,,7.15,51228.0,5.0,4.0,113.9,26.4,99.0,24.0,suv,2019,68.2,188.8,76.4,all wheel,AT,gas,240.0
6696,153867.0,ford transit,,,,,,,,,,,2019,,,,,,,
6697,41597.0,ford transit connect,,9.44,19176.0,2.0,4.0,104.8,15.8,167.1,23.5,,2019,72.5,173.9,72.2,front wheel,,gas,169.0
6698,147122.0,chevrolet traverse,4834.5,7.4,40702.5,7.25,4.0,120.90000000000000,20.55,150.80000000000000,20.5,suv,2019,70.70000000000000,204.3,78.6,front wheel,AT,gas,310.0
6701,116817.0,chevrolet trax,3229.0,9.23,24783.33333333330,5.0,4.0,100.6,14.0,,28.0,special purpose,2019,65.83333333333330,167.2,69.9,front wheel,AT,gas,138.0
6702,1324.0,audi tt,3306.0,6.35,66900.0,4.0,2.0,98.6,14.5,73.9,22.0,subcompact,2019,52.9,164.7,72.1,all wheel,DCT,gas,220.0
6703,111673.0,toyota tundra,,5.72,41067.0,5.666666666666670,4.0,148.22,30.266666666666700,,14.533333333333300,,2019,76.42666666666670,228.9,237.0,four wheel,DCT,gas,381.0
6705,137381.0,hyundai tuscon,,,,,,,,,,,2019,,,,,,,
6706,16723.0,lexus ux,3456.0,9.04,35400.0,5.0,4.0,103.9,11.5,89.76666666666670,36.0,small suv,2019,60.6,177.0,72.4,front wheel,CVT,electric,169.0
6707,12849.0,hyundai veloster,2920.25,9.09,23843.75,4.0,3.0,104.30000000000000,13.2,90.0,30.0,compact,2019,55.10000000000000,166.9,70.9,front wheel,MT,gas,147.0
6708,1077.0,hyundai venue,,,,,,,,,,,2019,,,,,,,
6709,66596.0,nissan versa,2471.0,9.18,15372.0,5.0,4.0,102.4,10.8,184.0,34.0,compact,2019,59.96,175.4,66.7,front wheel,MT,gas,109.0
6710,4911.0,chevrolet volt,3531.0,,35820.0,5.0,4.0,106.1,8.9,90.0,42.0,compact,2019,56.4,180.4,71.2,front wheel,AT,electric,149.0
6711,228042.0,jeep wrangler,3963.8333333333300,5.54,31378.33333333330,4.0,2.0,96.8,17.5,88.40000000000000,20.0,suv,2019,73.6,188.4,79.0,four wheel,MT,gas,285.0
6714,17815.0,bmw x1,3620.0,6.42,35950.0,5.0,4.0,105.1,16.1,101.2,25.5,large,2019,62.9,175.4,71.7,front wheel,DCT,gas,228.0
6715,11293.0,bmw x2,3679.0,,40416.66666666670,5.0,4.0,105.10000000000000,16.1,94.10000000000000,25.33333333333330,large,2019,60.1,172.2,71.8,all wheel,,gas,228.0
6716,70110.0,bmw x3,4155.666666666670,9.18,46216.66666666670,5.0,4.0,112.8,17.2,101.40000000000000,24.666666666666700,small suv,2019,66.0,186.1,74.7,all wheel,DCT,gas,355.0
6718,8758.0,bmw x4,4234.5,5.61,55450.0,5.0,4.0,112.7,17.2,97.8,24.0,small suv,2019,63.8,187.4,76.3,all wheel,AT,gas,355.0
6719,54595.0,bmw x5,4991.5,4.57,68225.0,5.0,4.0,117.1,21.9,102.4,20.5,suv,2019,69.0,194.3,78.9,all wheel,AT,gas,456.0
6721,4240.0,bmw x6,4888.75,4.52,78350.0,5.0,4.0,115.5,22.4,98.0,18.75,suv,2019,66.875,193.8,78.3,all wheel,AT,gas,300.0
6723,21574.0,bmw x7,,,83250.0,7.0,4.0,122.2,21.9,,19.5,,2019,71.1,203.3,78.7,all wheel,,gas,456.0
6724,17647.0,volvo xc40,3693.2,6.57,37050.0,5.0,4.0,106.4,14.2,,26.5,small suv,2019,65.3,,,front wheel,DCT,gas,248.0
6725,30578.0,volvo xc60,4599.0,7.02,50033.333333333300,5.0,4.0,112.80000000000000,17.175,98.60000000000000,23.75,small suv,2019,65.30000000000000,19.0,97.0,all wheel,DCT,gas,250.0
6728,35760.0,volvo xc90,4536.5,7.38,59000.0,6.266666666666670,4.0,117.5,17.306666666666700,103.80000000000000,24.866666666666700,small suv,2019,69.90000000000000,200.0,105.0,all wheel,DCT,gas,250.0
6731,3551.0,jaguar xe,3542.5,8.04,46728.52941176470,5.0,4.0,111.60000000000000,16.176470588235300,91.0,28.0,compact,2019,55.90000000000000,183.9,77.4,rear wheel,DCT,gas,180.0
6732,1236.0,jaguar xf,3730.5263157894700,8.59,59887.63157894740,5.0,4.0,116.5,19.057894736842100,97.0,28.0,midsize,2019,57.5578947368421,195.0,78.2,all wheel,AT,gas,180.0
6735,31987.0,cadillac xt4,3780.0,7.0,39045.0,5.0,4.0,109.4,16.100000000000000,101.3,25.0,small suv,2019,64.06,181.06,76.65,front wheel,DCT,gas,237.0
6736,49878.0,cadillac xt5,4180.333333333330,6.19,51809.28571428570,5.0,4.0,112.5,20.714285714285700,,22.0,suv,2019,66.0,189.5,75.0,all wheel,AT,gas,310.0
6737,11560.0,cadillac xt6,,,,,,,,,,,2019,,,,,,,
6738,11306.0,cadillac xts,4078.769230769230,6.75,55356.53846153850,4.769230769230770,4.0,111.70000000000000,19.307692307692300,104.0,22.0,large,2019,59.400000000000000,200.9,72.91,front wheel,DCT,gas,304.0
6739,21916.0,toyota yaris,2329.285714285710,10.14,17292.14285714290,5.0,3.142857142857140,98.80000000000000,11.100000000000000,171.0,34.0,compact,2019,59.40000000000000,171.2,66.7,front wheel,DCT,gas,106.0
6740,74672.0,gmc yukon,,6.26,58675.0,7.75,4.0,116.0,26.0,,17.375,,2019,74.40000000000000,10.0,80.5,rear wheel,DCT,gas,420.0
6743,2941.0,bmw z4,3287.0,6.11,49700.0,2.0,2.0,97.2,13.7,,28.0,two seater,2019,51.4,170.7,73.4,rear wheel,AT,gas,255.0
6744,13414.0,acura ilx,3126.6,6.63,28860.0,5.0,4.0,105.1,13.2,89.0,28.0,compact,2020,55.6,182.2,70.6,front wheel,DCT,gas,201.0
6745,47816.0,acura mdx,4232.538461538460,6.43,53473.07692307690,6.615384615384620,4.0,111.0,19.484615384615400,132.50000000000000,23.07692307692310,small suv,2020,67.40000000000000,196.2,77.7,all wheel,DCT,gas,290.0
6748,128.0,acura nsx,3878.0,3.17,157500.0,2.0,2.0,103.5,15.6,,21.0,two seater,2020,,176.0,76.3,all wheel,DCT,electric,573.0
