,Total_Sales,cleaned_name,curb_weight_lbs,speed_sec,msrp,pass_capacity,doors,wheelbase_in,tank_cap_gal,vol_cubft,mpg_comb,class,Year,height_in,length_in,width_in,drivetrain,transmission,fuel,horsepower_hp
4064,247912.0,hyundai elantra,2728.294117647060,7.9,19211.470588235300,5.0,3.294117647058820,105.5941176470590,13.364705882352900,96.0,32.0,midsize,2013,56.99411764705880,178.3,69.9,front wheel,DCT,gas,148.0
4065,238192.0,chevrolet equinox,3867.8333333333300,,27901.666666666700,5.0,4.0,112.5,18.8,99.7,24.5,suv,2013,66.3,162.0,49.0,front wheel,AT,flex fuel,182.0
4068,234570.0,ford focus,2973.333333333330,7.96,20783.33333333330,5.0,4.0,104.3,12.35,90.7,29.666666666666700,compact,2013,57.81666666666670,178.5,71.8,front wheel,MT,gas,160.0
4069,218249.0,toyota rav4,3520.0,9.02,25566.666666666700,5.0,4.0,104.7,15.9,101.1,22.75,suv,2013,66.53333333333340,179.9,72.6,front wheel,AT,gas,176.0
4071,203648.0,hyundai sonata,3356.8,7.77,24900.0,5.0,4.0,110.0,18.5,104.0,26.0,large,2013,57.90000000000000,189.8,72.2,front wheel,DCT,gas,200.0
4074,200594.0,chevrolet malibu,3492.0,8.49,24382.5,5.0,4.0,107.8,17.15,95.0,26.0,midsize,2013,57.6,191.5,73.0,front wheel,DCT,gas,197.0
4077,178311.0,ford explorer,4627.142857142860,7.67,35220.0,7.0,4.0,112.6,18.6,151.70000000000000,19.5,suv,2013,70.40000000000000,197.1,78.9,four wheel,AT,gas,290.0
4080,14086.0,ford explorer police interceptor,,,,,,,,,,,2013,,,,,,,
4081,184389.0,gmc sierra,,7.57,34559.69696969700,5.03030303030303,2.6666666666666700,141.8030303030300,28.424242424242400,,16.03030303030300,,2013,73.71818181818190,218.0,50.6,rear wheel,DCT,flex fuel,315.0
4082,174275.0,jeep grand cherokee,4811.571428571430,5.18,40787.857142857100,5.0,4.0,114.80000000000000,24.6,105.40000000000000,17.928571428571400,suv,2013,69.25714285714280,191.3,77.1,four wheel,AT,flex fuel,470.0
4085,163793.0,volkswagen jetta,3269.785714285710,7.11,25187.85714285710,5.0,4.0,101.5,14.5,94.0,27.0,small station wagon,2013,59.20000000000000,179.4,70.1,front wheel,DCT,gas,200.0
4088,141259.0,volkswagen jetta sedan,,10.88,8156.0,5.0,4.0,104.4,14.5,,27.0,,2013,57.2,182.2,70.0,front wheel,,gas,115.0
4089,22534.0,volkswagen jetta sportwagen,,8.15,10091.0,,,101.5,14.5,92.0,32.0,small station wagon,2013,59.2,179.4,70.1,front wheel,AT,gas,170.0
4091,162751.0,nissan rogue,3386.6666666666700,8.94,23886.666666666700,5.0,4.0,105.9,15.9,126.4,24.5,suv,2013,65.96666666666670,,70.9,front wheel,,gas,170.0
4092,159485.0,toyota tacoma,,,23715.25,4.15,2.7,125.12000000000000,21.100000000000000,,19.4,,2013,68.87500000000000,190.4,41.0,rear wheel,DCT,gas,236.0
4094,157260.0,toyota prius,3077.1428571428600,12.78,29580.0,5.0,4.0,106.30000000000000,11.528571428571400,94.0,48.0,midsize,2013,58.7,175.6,68.7,front wheel,AT,electric,98.0
4095,145172.0,toyota prius sedan,,,,,,,,,,,2013,,,,,,,
4096,12088.0,toyota prius plug in,,10.41,19367.0,,,106.3,10.6,115.3,,,2013,58.7,176.4,68.7,front wheel,,hybrid,134.0
4097,156797.0,chevrolet impala,3586.333333333330,6.21,27881.666666666700,5.0,4.0,110.5,17.5,105.0,22.0,large,2013,58.70000000000000,200.4,72.9,front wheel,DCT,gas,300.0
4100,155893.0,kia optima,3320.2,6.4,25080.0,5.0,4.0,110.04,18.5,102.0,26.0,midsize,2013,57.28,190.7,72.05,front wheel,AT,gas,274.0
4103,155502.0,jeep wrangler,3963.8333333333300,5.54,26978.33333333330,4.0,2.0,95.4,18.6,88.40000000000000,18.0,suv,2013,70.90000000000000,152.8,79.0,four wheel,MT,gas,285.0
4106,129143.0,nissan sentra,2783.428571428570,9.57,17575.714285714300,5.0,4.0,106.30000000000000,13.2,96.0,30.0,compact,2013,58.90000000000000,182.1,69.3,front wheel,MT,gas,130.0
4109,129109.0,ford edge,4204.25,7.12,33750.0,5.0,4.0,111.20000000000000,18.75,108.4,21.25,suv,2013,67.0,184.2,76.0,front wheel,AT,gas,285.0
4112,128987.0,honda odyssey,4478.714285714290,8.53,36475.71428571430,7.857142857142860,4.0,118.1,21.0,,21.0,minivan,2013,68.40000000000000,202.9,79.2,front wheel,AT,gas,248.0
4115,127572.0,toyota highlander,4245.583333333330,9.57,35112.083333333300,7.0,4.0,109.80000000000000,18.866666666666700,145.65000000000000,20.0,suv,2013,68.90000000000000,188.4,75.2,four wheel,AT,gas,231.0
4118,126678.0,honda pilot,4447.166666666670,7.65,35736.666666666700,8.0,4.0,109.20000000000000,21.0,153.03333333333300,20.5,suv,2013,72.41666666666670,191.4,78.5,front wheel,AT,gas,250.0
4121,124019.0,dodge grand caravan,4510.0,7.75,25095.0,7.0,4.0,121.2,20.0,,20.0,minivan,2013,67.9,202.8,207.0,front wheel,AT,flex fuel,283.0
4124,123592.0,subaru forester,3337.8571428571400,6.7,25273.571428571400,5.0,4.0,103.0,16.900000000000000,103.67142857142900,22.714285714285700,suv,2013,66.6142857142857,207.0,244.0,all wheel,DCT,gas,224.0
4127,122480.0,chrysler 200,,9.08,11056.0,5.0,4.0,108.9,16.9,100.0,22.0,midsize,2013,,191.7,71.5,front wheel,AT,gas,173.0
4128,122288.0,chrysler town country,4625,7.7,25175,7,4,119.3,20,162.8,21,minivan,2013,68.8,200.5,78.6,two wheel,AT,gas,283
4129,121117.0,toyota sienna,4512.5,7.85,35110.0,7.3,4.0,119.30000000000000,20.0,164.40000000000000,20.4,minivan,2013,68.90000000000000,200.2,78.1,front wheel,AT,gas,266.0
4132,119521.0,bmw 3 4 ³,,,,,,,,,,,2013,,,,,,,
4133,118079.0,kia soul,2812.0,9.34,16540.0,5.0,4.0,100.4,12.7,102.0,27.0,small station wagon,2013,63.4,161.6,70.3,front wheel,AT,gas,138.0
4136,118049.0,subaru outback,3502.6666666666700,7.52,26520.0,5.0,4.0,107.90000000000000,18.5,105.40000000000000,24.33333333333330,suv,2013,66.10000000000000,172.0,29.0,all wheel,CVT,gas,173.0
4139,117352.0,nissan versa,2410.2,9.04,14180.0,5.0,4.0,102.4,10.8,90.0,35.0,compact,2013,60.4,176.0,66.7,front wheel,MT,gas,109.0
4140,112732.0,toyota tundra,,5.72,35158.47826086960,4.913043478260870,3.391304347826090,143.2347826086960,26.400000000000000,,15.434782608695700,,2013,76.0608695652174,228.7,237.0,four wheel,DCT,flex fuel,381.0
4142,109652.0,volkswagen passat,3270.6666666666700,8.11,26360.185185185200,5.0,4.0,110.40000000000000,18.5,102.0,34.0,midsize,2013,58.5,191.6,72.2,front wheel,DCT,gas,170.0
4143,105649.0,kia sorento,3895.727272727270,6.55,27550.0,5.727272727272730,4.0,106.30000000000000,18.0,145.0090909090910,22.0,suv,2013,67.30000000000000,183.9,74.2,front wheel,AT,gas,276.0
4145,104713.0,mazda 3,,8.9,11931.0,,,103.9,14.5,189.0,28.0,compact,2013,57.9,177.4,69.1,front wheel,MT,gas,155.0
4146,103920.0,lexus rx,,7.58,19433.0,,,107.9,19.2,,21.5,,2013,66.7,187.8,74.2,front wheel,Automatic transmission,gas,270.0
4147,99525.0,gmc terrain,3922.8333333333300,8.81,31093.33333333330,5.0,4.0,112.5,18.0,99.6,24.5,suv,2013,66.3,185.3,72.8,front wheel,AT,flex fuel,182.0
4150,98336.0,dodge charger,4206.928571428570,4.78,32417.14285714290,5.0,4.0,120.20000000000000,19.5,105.0,19.0,large,2013,58.20000000000000,200.3,74.2,rear wheel,AT,gas,470.0
4153,96467.0,chevrolet traverse,4745.0,7.15,35936.666666666700,7.666666666666670,4.0,118.9,22.0,150.80000000000000,19.0,suv,2013,69.90000000000000,203.7,78.5,front wheel,AT,gas,288.0
4156,93842.0,dodge avenger,,6.55,7598.0,5.0,4.0,108.9,16.9,100.0,22.0,midsize,2013,58.4,192.6,72.8,front wheel,AT,flex fuel,283.0
4159,89793.0,gmc acadia,4753.0,7.84,40925.0,7.333333333333330,4.0,118.9,22.0,154.0,18.5,suv,2013,70.40000000000000,200.8,78.9,front wheel,AT,gas,288.0
4162,88844.0,hyundai santa fe,3802.9166666666700,6.27,30191.666666666700,5.0,4.0,108.25,18.100000000000000,127.3,21.416666666666700,suv,2013,66.3,193.1,74.2,front wheel,DCT,gas,290.0
4165,88632.0,nissan pathfinder,4319.75,,34540.0,7.0,4.0,114.20000000000000,19.5,157.80000000000000,21.5,suv,2013,70.05,20.0,57.0,front wheel,MT,gas,266.0
4169,88251.0,mercedes benz c class,3573.5,4.31,43916.0,5.0,3.2,108.70000000000000,17.400000000000000,85.2,22.4,compact,2013,55.8,180.8,69.7,rear wheel,AT,gas,451.0
4171,85646.0,chevrolet sonic,2752.428571428570,8.59,16590.714285714300,5.0,4.0,99.4,12.2,91.0,32.0,subcompact,2013,59.64285714285710,159.0,68.3,front wheel,MT,gas,138.0
4172,83933.0,dodge journey,4064.0,9.89,25845.0,5.0,4.0,113.80000000000000,20.725,99.6,20.0,suv,2013,66.60000000000000,192.4,72.2,front wheel,AT,gas,173.0
4175,83502.0,chevrolet tahoe,,7.45,50152.5,8.0,4.0,116.0,25.75,,18.0,,2013,76.35625000000000,202.0,79.0,rear wheel,DCT,flex fuel,320.0
4177,83388.0,dodge dart,,8.53,7837.0,5.0,4.0,106.4,15.8,97.0,31.0,midsize,2013,,183.9,72.0,front wheel,MT,gas,160.0
4178,80567.0,chevrolet camaro,4002.428571428570,3.64,37854.28571428570,4.0,2.0,112.30000000000000,19.0,93.0,16.0,compact,2013,54.41428571428570,190.4,75.5,rear wheel,MT,gas,580.0
4179,69063.0,ford taurus,4155.666666666670,6.18,32283.33333333330,5.0,4.0,112.9,19.0,102.2,21.83333333333330,large,2013,60.7,202.9,76.2,front wheel,AT,gas,288.0
4182,10897.0,ford taurus police interceptor,,,,,,,,,,,2013,,,,,,,
4183,79544.0,mazda cx 5,3328.8571428571400,8.77,24659.28571428570,5.0,4.0,106.30000000000000,15.014285714285700,103.37142857142900,28.571428571428600,suv,2013,67.3,179.3,72.4,front wheel,AT,gas,155.0
4184,77186.0,ford mustang,3671.636363636360,4.04,36672.72727272730,4.0,2.0,107.1,16.0,83.0,23.0,compact,2013,55.76363636363640,188.5,73.9,rear wheel,MT,gas,444.0
4185,58856.0,subaru impreza,2998.076923076920,8.33,20448.846153846200,5.0,4.0,104.10000000000000,14.5,97.2692307692308,29.23076923076920,compact,2013,58.11538461538460,,,all wheel,MT,gas,148.0
4186,17969.0,subaru impreza wrx,,5.2,12639.0,,,103.3,16.9,104.3,22.0,,2013,58.1,180.3,70.7,all wheel,,gas,265.0
4187,75797.0,jeep patriot,,8.46,11316.0,5.0,4.0,103.7,13.6,127.4,26.5,,2013,65.5,173.8,69.2,front wheel,Manual transmission,gas,158.0
4190,72581.0,lexus es,3549.0,8.6,36370.0,5.0,4.0,111.0,17.2,100.1,24.0,midsize,2013,57.1,192.7,71.7,front wheel,DCT,gas,200.0
4193,71073.0,ford fiesta,2557.5,9.03,15700.0,5.0,4.0,98.0,12.0,85.10000000000000,33.0,subcompact,2013,58.0,173.6,67.8,front wheel,MT,gas,120.0
4194,70990.0,toyota avalon,3461.0,5.81,34833.75,5.0,4.0,111.0,17.0,104.0,24.0,large,2013,57.5,195.2,72.2,front wheel,AT,gas,268.0
4196,69803.0,mercedes benz e class,4003.058823529410,6.1,59717.05882352940,4.705882352941180,3.411764705882350,111.87647058823500,20.005882352941200,97.00000000000000,22.0,midsize,2013,57.10000000000000,185.0,70.3,rear wheel,AT,gas,302.0
4197,66146.0,kia forte,2826.4,8.45,18140.0,5.0,3.2,104.30000000000000,13.7,194.0,29.0,compact,2013,56.540000000000000,178.3,69.9,front wheel,DCT,gas,156.0
4200,62837.0,nissan frontier,,7.09,26129.28571428570,4.607142857142860,3.2142857142857100,127.90000000000000,21.10000000000000,,18.107142857142900,,2013,70.34285714285710,205.5,57.0,rear wheel,AT,gas,261.0
4202,60727.0,dodge durango,4995.0,7.18,36595.0,7.0,4.0,119.80000000000000,24.6,133.9,18.125,suv,2013,71.60000000000000,199.8,75.8,rear wheel,AT,flex fuel,290.0
4204,60534.0,buick enclave,4823.0,7.23,43176.66666666670,7.0,4.0,118.9,22.0,153.0,18.5,suv,2013,70.3,5.0,214.0,front wheel,DCT,gas,288.0
4207,60458.0,hyundai accent,2451.833333333330,8.52,15678.333333333300,5.0,4.0,101.2,11.4,180.0,31.0,compact,2013,57.1,162.0,66.9,front wheel,DCT,gas,138.0
4208,57724.0,chrysler 300,4156.2,5.51,38235.66666666670,5.0,4.0,120.20000000000000,19.5,106.0,19.0,large,2013,58.793333333333300,198.6,75.0,rear wheel,AT,gas,300.0
4210,56863.0,bmw 5,4333.818181818180,3.69,59354.545454545500,5.0,4.0,118.32272727272700,18.494909090909100,104.6818181818180,22.727272727272700,midsize,2013,59.00536363636360,193.5,74.4,rear wheel,DCT,gas,560.0
4211,56776.0,cadillac srx,,6.51,23466.0,5.0,4.0,110.5,21.0,,18.0,,2013,65.7,190.3,75.2,all wheel,Automatic transmission,gas,308.0
4213,53896.0,nissan maxima,3563.75,6.35,32680.0,4.5,4.0,109.3,20.0,96.0,22.0,midsize,2013,57.8,190.6,73.2,front wheel,MT,gas,290.0
4214,53741.0,subaru xv crosstrek,,8.51,11267.0,,,103.7,15.9,119.8,29.0,,2013,63.6,175.2,70.1,all wheel,,gas,148.0
4215,53513.0,honda fit,2571.6,8.98,17322.0,5.0,4.0,98.4,10.6,91.0,29.0,small station wagon,2013,60.0,161.6,66.7,front wheel,AT,gas,117.0
4218,53040.0,acura mdx,4594.0,6.66,49360.0,7.0,4.0,108.3,21.0,141.8,18.0,suv,2013,68.2,191.6,78.5,all wheel,AT,gas,300.0
4221,52993.0,jeep compass,3190.5,8.44,22878.33333333330,5.0,4.0,103.7,13.550000000000000,101.3,24.0,suv,2013,65.2,175.1,71.4,front wheel,MT,gas,158.0
4224,51625.0,toyota 4runner,4631.0,6.49,36407.0,5.0,4.0,109.8,23.0,97.3,18.4,suv,2013,70.38,189.9,75.8,four wheel,AT,gas,270.0
4227,51462.0,dodge challenger,3965.285714285710,5.99,31507.5,5.0,2.0,116.0,19.45,94.0,19.0,midsize,2013,57.10000000000000,197.7,75.7,rear wheel,AT,gas,305.0
4230,51260.0,chevrolet suburban,,7.200000000000000,50030.5,8.2,4.0,130.0,34.2,,15.0,,2013,76.80000000000000,16.0,217.0,rear wheel,DCT,flex fuel,341.3333333333330
4231,48798.0,buick lacrosse,3974.714285714290,6.02,35750.71428571430,5.0,4.0,111.70000000000000,17.657142857142900,100.0,21.0,midsize,2013,59.2,196.9,73.1,front wheel,DCT,gas,303.0
4234,47600.0,chevrolet captiva sport,,9.57,11835.0,,,106.6,19.0,126.9,24.0,,2013,67.0,180.1,72.8,front wheel,,flex fuel,180.0
4235,45527.0,buick verano,,8.61,9034.0,,,105.7,15.6,91.0,24.0,compact,2013,58.1,183.9,71.4,front wheel,AT,flex fuel,180.0
4236,44750.0,acura rdx,3784.75,6.91,36870.0,5.0,4.0,105.7,16.0,103.5,22.5,suv,2013,66.1,183.5,73.7,front wheel,AT,gas,273.0
4238,44684.0,nissan murano,4095.0,6.68,34947.142857142900,5.0,4.0,111.20000000000000,21.7,105.34285714285700,20.0,suv,2013,67.15714285714290,189.9,74.1,all wheel,,gas,260.0
4239,43638.0,mazda 6,,9.03,14695.0,,,109.8,18.5,102.0,21.0,midsize,2013,57.9,193.7,72.4,front wheel,AT,gas,170.0
4240,43134.0,volkswagen beetle,3032.7619047619000,7.67,25890.714285714300,4.0,2.0,99.90000000000000,14.5,85.0,30.0,subcompact,2013,58.5,168.4,71.2,front wheel,DCT,gas,170.0
4241,25084.0,volkswagen beetle coupe,,,,,,,,,,,2013,,,,,,,
4242,18050.0,volkswagen beetle convertible,3248.16,7.29,28927.0,4.0,2.0,100.0,14.5,81.0,30.0,subcompact,2013,58.0,168.4,71.2,front wheel,DCT,gas,200.0
4243,42291.0,subaru legacy,3418.7272727272700,6.18,24013.18181818180,5.0,4.0,108.30000000000000,18.5,103.0,25.454545454545500,midsize,2013,59.3,187.2,71.7,all wheel,CVT,gas,256.0
4246,42130.0,audi a4,3608.3333333333300,7.38,33500.0,5.0,4.0,110.6,16.900000000000000,91.0,26.0,compact,2013,56.2,185.2,71.9,all wheel,MT,gas,211.0
4247,36744.0,audi a4 sedan avant,,,,,,,,,,,2013,,,,,,,
4248,5386.0,audi a4 allroad,,,,,,,,,,,2013,,,,,,,
4249,41979.0,toyota prius c,2500.0,,21058.75,5.0,4.0,100.4,9.5,87.0,50.0,compact,2013,56.9,157.3,66.7,front wheel,AT,electric,73.0
4250,41915.0,mini cooper,2623.6666666666700,9.29,24366.666666666700,4.0,2.0,97.10000000000000,13.200000000000000,74.0,30.0,minicompact,2013,55.4,146.6,66.3,front wheel,MT,gas,121.0
4251,26954.0,mini hardtop,,6.15,17297.0,,,,13.2,,30.5,,2013,,,,front wheel,,,208.0
4252,5155.0,mini clubman,,7.12,,,,,13.2,,30.5,,2013,144.0,119.0,148.0,front wheel,Manual transmission,Gasoline,181.0
4255,4460.0,mini convertible,,7.08,15827.0,,,,13.2,,30.5,,2013,,,,front wheel,,,181.0
4256,2806.0,mini roadster,,9.12,,,,,10.6,,31.0,,2013,,,,front wheel,,,121.0
4257,2540.0,mini coupe,,8.92,15361.0,,,,10.6,,33.0,,2013,,,,front wheel,,,121.0
4258,41906.0,hyundai tucson,3322.2,8.13,24035.0,5.0,4.0,103.9,14.5,101.9,23.9,suv,2013,65.64000000000000,173.2,71.7,front wheel,DCT,gas,176.0
4261,41326.0,mercedes benz m class,,6.8,24387.0,,,114.8,24.6,,20.5,,2013,70.7,189.1,75.8,all wheel,Automatic transmission,gas,302.0
4263,40742.0,kia rio,2431.222222222220,8.49,15966.666666666700,5.0,4.0,101.20000000000000,11.400000000000000,177.0,31.0,compact,2013,57.3,159.3,67.7,front wheel,AT,gas,138.0
4265,40355.0,audi q5,4259.4,7.93,42100.0,5.0,4.0,110.5,19.64,,23.0,suv,2013,65.16,182.6,74.0,all wheel,DCT,gas,211.0
4269,40062.0,infiniti g37 q60,3633,5.7,40400,4,4,112.2,20,96.5,22,midsize,2013,54.8,183.1,71.8,rear wheel,AT,gas,330
4270,30256.0,infiniti g sedan,,,,,,,,,,,2013,,,,,,,
4271,9806.0,infiniti g coupe convertible q60,,,,,,,,,,,2013,,,,,,,
4272,39818.0,bmw x5,5136.5,6.57,61691.66666666670,5.0,4.0,115.5,22.5,102.4,17.4,suv,2013,69.81666666666670,191.1,76.1,all wheel,DCT,gas,300.0
4274,38350.0,ford expedition,,7.81,46763.333333333300,8.0,4.0,119.0,28.0,,15.5,,2013,77.2,125.0,209.0,rear wheel,AT,flex fuel,310.0
4277,38319.0,cadillac ats,3472.75,5.93,41764.0625,5.0,4.0,109.30000000000000,16.0,91.0,26.0,compact,2013,55.900000000000000,182.8,71.1,rear wheel,AT,gas,272.0
4278,38157.0,nissan juke,,,11902.0,5.0,4.0,99.6,13.2,87.0,29.0,small station wagon,2013,33.0,28.0,69.5,front wheel,AT,gas,188.0
4280,35846.0,toyota venza,,6.32,18409.0,5.0,4.0,109.3,17.7,,23.0,small suv,2013,74.0,189.0,75.0,front wheel,AT,gas,268.0
4282,35834.0,fiat 500,2399.833333333330,9.77,20006.666666666700,4.0,2.0,90.6,10.5,76.0,30.0,minicompact,2013,59.7,139.6,64.1,front wheel,MT,gas,101.0
4283,35210.0,ford c max,,,,,,,,,,,2013,,,,,,,
4284,35017.0,lexus is,,7.46,13518.0,,,107.5,17.1,98.7,25.5,,2013,56.1,180.3,70.9,rear wheel,Manual transmission,gas,204.0
4287,34989.0,toyota prius v,,,13058.0,5.0,4.0,109.4,11.9,97.0,41.0,midsize station wagon,2013,62.0,181.7,69.9,front wheel,AT,gas,98.0
4288,34130.0,chevrolet spark,2303.0,10.63,13447.5,4.0,4.0,93.5,9.2,86.0,34.0,minicompact,2013,61.0,144.7,62.9,front wheel,MT,gas,85.0
4289,32965.0,kia sportage,3288.0,7.85,24014.28571428570,5.0,4.0,103.9,14.5,100.0,23.571428571428600,suv,2013,64.40000000000000,174.8,73.0,front wheel,AT,gas,176.0
4292,32559.0,cadillac xts,4084.375,6.72,50914.16666666670,5.0,4.0,111.70000000000000,19.25,104.0,21.0,large,2013,59.45000000000000,202.0,72.91,front wheel,AT,gas,304.0
4293,32553.0,mercedes benz glk class,,,19154.0,,,108.5,17.4,,21.5,,2013,66.9,178.3,74.3,all wheel,Automatic transmission,gas,302.0
4295,32361.0,lincoln mkz,3807.0,,36555.0,5.0,4.0,112.10000000000000,15.5,96.5,29.666666666666700,midsize,2013,58.20000000000000,212.0,41.0,front wheel,AT,gas,263.0
4296,32343.0,cadillac cts,4059.45,6.1,44648.75,4.7,3.4,113.40000000000000,18.0,198.0,16.0,small station wagon,2013,57.4,192.0,72.5,rear wheel,AT,gas,318.0
4297,32330.0,hyundai genesis,,5.6,16758.0,,,115.6,19.3,109.0,22.0,large,2013,58.1,196.3,74.4,rear wheel,AT,gas,333.0
4298,31956.0,buick encore,3249.5,9.32,26777.5,5.0,4.0,100.6,14.0,,28.0,suv,2013,65.2,168.4,69.9,front wheel,DCT,gas,138.0
4299,31602.0,infiniti jx qx60,,,,,,,,,,,2013,,,,,,,
4300,31258.0,gmc yukon xl,,6.695,51801.5,7.8,4.0,130.0,34.2,,14.6,,2013,76.80000000000000,16.0,79.1,rear wheel,DCT,gas,330.6666666666670
4303,16023.0,volkswagen golf,3086.2033898305100,9.18,26678.22033898310,5.0,3.1186440677966100,101.5,14.5,94.0,32.0,compact,2013,57.97796610169500,165.4,70.3,front wheel,DCT,gas,140.0
4304,13310.0,volkswagen gti,,6.95,12414.0,,,,14.5,94.0,27.0,compact,2013,,,,front wheel,AT,gas,200.0
4305,1598.0,volkswagen golf r,3325.0,5.48,35355.0,5.0,3.0,101.5,14.5,94.0,22.0,compact,2013,57.5,165.8,70.3,all wheel,MT,gas,256.0
4306,30711.0,hyundai veloster,2695.0,7.17,20091.666666666700,5.0,3.0,104.30000000000000,13.200000000000000,90.0,31.0,compact,2013,55.100000000000000,167.3,71.1,front wheel,MT,gas,201.0
4307,30623.0,bmw x3,4167.0,5.73,41400.0,5.0,4.0,110.6,17.7,90.1,22.5,suv,2013,65.4,183.0,74.1,all wheel,DCT,gas,306.0
4309,30002.0,volkswagen tiguan,3433.0,7.5,29583.636363636400,5.0,4.0,102.5,16.800000000000000,,21.0,suv,2013,66.35454545454550,174.5,71.2,front wheel,DCT,gas,200.0
4312,29912.0,mercedes benz gl class,,8.97,36113.0,,,121.1,26.4,143.6,22.5,,2013,72.8,201.6,78.3,all wheel,Automatic transmission,diesel,240.0
4314,28302.0,gmc yukon,,6.26,50206.66666666670,7.666666666666670,4.0,116.0,26.0,,16.5,,2013,76.90000000000000,202.0,79.0,rear wheel,DCT,flex fuel,403.0
4317,26512.0,bmw x1,3714.6666666666700,,33966.666666666700,5.0,4.0,108.7,16.6,,25.0,suv,2013,60.80000000000000,176.5,70.8,all wheel,DCT,gas,240.0
4318,25953.0,ford flex,4589.666666666670,5.25,37270.0,7.0,4.0,117.9,18.6,155.80000000000000,18.5,suv,2013,68.0,201.8,75.9,front wheel,AT,gas,365.0
4321,25786.0,jeep cherokee,,,,,,,,,,,2013,,,,,,,
4322,24951.0,mitsubishi outlander sport,3142.0,,22241.42857142860,5.0,4.0,105.1,16.257142857142900,97.5,26.0,suv,2013,64.2,169.1,69.7,front wheel,MT,gas,148.0
4323,24628.0,mazda cx 9,4434.5,7.71,33061.666666666700,7.0,4.0,113.2,20.1,139.4,18.5,suv,2013,68.0,200.6,76.2,front wheel,AT,gas,273.0
4326,24318.0,acura tl,,6.77,18328.0,5.0,4.0,109.3,18.5,111.3,24.5,midsize,2013,57.2,194.0,74.0,front wheel,AT,gas,280.0
4329,23913.0,lincoln mkx,4340.0,,40550.0,5.0,4.0,111.2,18.5,108.4,20.5,suv,2013,67.3,134.0,138.0,front wheel,AT,gas,305.0
4332,23210.0,volvo s60,3649.538461538460,7.11,38173.07692307690,5.0,4.0,109.30000000000000,17.800000000000000,92.0,22.53846153846150,compact,2013,58.400000000000000,182.2,73.4,front wheel,DCT,gas,250.0
4334,23094.0,chevrolet volt,3781.0,,39145.0,4.0,4.0,105.7,9.3,90.0,37.0,compact,2013,56.64,177.1,70.4,front wheel,AT,electric,
4335,22610.0,nissan leaf,3295.6666666666700,,31820.0,5.0,4.0,106.3,,92.0,115.0,midsize,2013,61.0,175.0,69.7,front wheel,AT,electric,107.0
4336,12592.0,cadillac escalade,,6.29,72396.25,7.0,4.0,116.0,26.0,,15.5,,2013,75.90000000000000,202.5,79.0,rear wheel,DCT,flex fuel,403.0
4339,7950.0,cadillac escalade esv,,,75146.25,7.0,4.0,130.0,31.0,,15.0,,2013,75.5,222.90000000000000,79.1,rear wheel,DCT,flex fuel,403.0
4342,1972.0,cadillac escalade ext,,,30899.0,5.0,4.0,130.0,31.0,,14.0,,2013,74.5,6.0,79.1,all wheel,Automatic transmission,gas,403.0
4344,22428.0,audi a6,3909.857142857140,5.91,46342.857142857100,5.0,4.0,114.6,19.8,98.0,28.0,midsize,2013,57.8,193.9,73.8,all wheel,DCT,gas,211.0
4345,21342.0,toyota yaris,2309.285714285710,9.82,15857.857142857100,5.0,3.142857142857140,98.80000000000000,11.100000000000000,85.0,32.0,subcompact,2013,59.40000000000000,153.5,66.7,front wheel,AT,gas,106.0
4346,21325.0,mini countryman,,9.94,7361.0,,,,12.4,,31.0,,2013,26.0,11.0,252.0,front wheel,Manual transmission,Gasoline,121.0
4348,20430.0,acura ilx,2960.5,8.98,29833.33333333330,5.0,4.0,105.1,13.2,89.0,27.0,midsize,2013,55.6,179.1,70.6,front wheel,AT,gas,150.0
4349,19766.0,volvo xc60,4116.181818181820,8.03,39977.27272727270,5.0,4.0,109.2,18.5,99.0,21.0,suv,2013,67.40000000000000,19.0,74.4,all wheel,DCT,gas,240.0
4352,19742.0,lexus gs,,5.93,23152.0,,,112.2,17.4,111.0,23.5,,2013,57.3,190.7,72.4,rear wheel,Automatic transmission,gas,306.0
4354,19451.0,mitsubishi lancer,,7.73,10287.0,5.0,4.0,103.7,15.6,93.0,28.0,compact,2013,58.7,180.0,69.4,front wheel,MT,gas,168.0
4356,19094.0,scion tc,,8.25,9665.0,5.0,2.0,106.3,14.5,90.0,25.0,compact,2013,55.7,174.0,70.7,front wheel,MT,gas,180.0
4359,18685.0,buick regal,3646.142857142860,7.47,31795.714285714300,5.0,4.0,107.80000000000000,17.057142857142900,98.0,22.0,midsize,2013,58.34285714285710,190.2,73.1,front wheel,DCT,electric,220.0
4361,18664.0,audi a5,3794.75,6.7,41425.0,4.0,2.0,108.30000000000000,16.900000000000000,82.5,25.0,subcompact,2013,54.20000000000000,182.1,72.9,all wheel,DCT,gas,211.0
4362,18507.0,porsche cayenne,4629.6,4.68,68564.28571428570,5.0,4.0,114.0,24.11428571428570,,19.0,suv,2013,67.40000000000000,190.8,76.3,all wheel,DCT,gas,420.0
4364,18327.0,scion fr s,,5.98,,,,101.2,13.2,77.0,28.0,minicompact,2013,50.6,166.7,69.9,rear wheel,AT,gas,200.0
4365,17849.0,scion xb,,9.02,8780.0,5.0,4.0,102.4,14.0,101.0,24.0,small station wagon,2013,63.4,167.3,69.3,front wheel,MT,gas,158.0
