,Unnamed: 0,Total_Sales,Year,cleaned_name,curb_weight_lbs,body_style,engine_type,speed_sec,horsepower_hp,length_in,width_in,msrp,pass_capacity,doors,wheelbase_in,height_in,tank_cap_gal,vol_cubft,mpg_comb,drivetrain,fuel_typ,trans,class_EPA,engine,fuel
700,1111,47873.0,2007,saturn ion,,,,8.23,145.0,184.5,67.2,2214.0,4.0,2.0,103.2,57.4,13.0,178.0,24.0,front wheel,Premium,Automatic four -spd,Compact Cars,,premium
701,1116,47747.0,2007,buick lacrosse,3521.66666666667,four dr Car,Gas V6,7.36,240.0,198.1,73.0,24765.0,5.0,4.0,110.5,57.4,17.0,99.4,23.0,front wheel,"Gas V6, 3.8L","Transmission, four -speed automatic, electronically controlled with over",Mid-Size,SFI,regular
702,1117,46333.0,2007,subaru impreza,3179.23529411765,four dr Car,Turbo Gas four -Cyl,7.43,173.0,175.8,68.5,24495.0,5.0,4.0,99.4705882352941,57.1470588235294,15.9,86.9823529411765,22.5,all wheel,"Turbo Gas four -Cyl, two.5L",5-speed manual transmission,Sub-Compact,MFI,regular
703,1118,45834.0,2007,scion xb,,,,10.53,103.0,155.3,66.5,2372.0,5.0,4.0,98.4,64.6,11.9,,32.0,front wheel,Gas,,,,regular
704,1119,45503.0,2007,dodge durango,4755.5,Sport Utility,Gas V8,8.76,230.0,200.8,76.0,31385.8333333333,6.33333333333333,4.0,119.2,74.3,27.0,155.2,16.5,rear wheel,"Gas V8, four .7L",5-speed automatic transmission,twoWD Sport Utility Vehicle,SMPI,regular
705,1120,45411.0,2007,audi afour ,3677.4,four dr Car,Gas Ifour ,7.58,200.0,180.6,69.8,34621.2,4.88,3.76,104.3,56.032,17.132,90.0,24.0,all wheel,Premium,"6-speed manual transmission-inc: OD, synchronized reverse gear, dual-mass flywheel",Compact,FSI,premium
706,1123,45303.0,2007,gmc yukon xl,,Sport Utility,Gas V8,7.6,330.666666666667,69.6,79.1,40186.25,7.5,4.0,130.0,76.8,35.0,,18.0,rear wheel,"Gas V8, 6.0L","Transmission, four -speed automatic, electronically controlled with over and tow/haul mode (Requires 1/two ton models.)",,SFI,regular
707,1124,44530.0,2007,subaru forester,3232.72727272727,Sport Utility,Gas Flat four -Cyl,6.05,224.0,37.8,37.0,24776.8181818182,5.0,4.0,99.4,64.0909090909091,15.9,92.9181818181818,23.5,all wheel,"Gas Flat four -Cyl, two.5L",four -speed electronic direct control automatic transmission w/OD,four WD Sport Utility,SMPI,regular
708,1125,43430.0,2007,hummer h3,,,,7.41,242.0,186.7,74.7,5292.0,5.0,4.0,111.9,73.7,23.0,,16.0,four wheel,Gas,,,,regular
709,1126,42795.0,2007,honda ridgeline,4518.6,Crew Cab Pickup - Short Bed,Gas V6,,,,,31051.0,5.0,4.0,122.0,70.66,22.0,110.76,,four wheel,"Gas V6, 3.5L",5-speed automatic transmission w/OD,four WD Standard Pickup Truck,PGM-FI,regular
710,1127,42113.0,2007,suzuki forenza reno,,,,,,,,,,,,,,,,,,,,,
711,1128,42110.0,2007,ford taurus x freestyle,,,,,,,,,,,,,,,,,,,,,
712,1129,23765.0,2007,ford freestyle,,,,,203.0,200.1,74.9,4998.0,6.0,4.0,112.9,68.3,19.0,,21.5,all wheel,Gas,,,,regular
713,1130,18345.0,2007,ford taurus x,,,,,,,,,,,,,,,,,,,,,
714,1131,42045.0,2007,mini cooper,2607.0,twodr Car,Gas four -Cyl,7.07,172.0,146.2,66.3,19625.0,4.0,2.0,97.1,55.4,11.9,76.0,31.0,front wheel,Premium,6-speed manual Getrag transmission w/OD,Minicompact,Turbocharged EFI,premium
715,1133,41844.0,2007,volkswagen golf rabbit,,,,,,,,,,,,,,,,,,,,,
716,1134,25445.0,2007,volkswagen rabbit,,,,9.28,150.0,165.8,69.3,2891.0,5.0,2.0,101.5,58.2,14.5,94.0,22.0,front wheel,Regular,Manual 5-spd,Compact Cars,,regular
717,1136,16399.0,2007,volkswagen golf,3155.0,twodr Car,Gas Turbocharged Ifour ,10.07,200.0,165.8,69.3,23939.0,5.0,2.8,101.5,58.4,14.5,93.1,28.5,front wheel,"Gas Turbocharged Ifour , two.0L",6-speed manual transmission w/OD,Compact,FSI,regular
718,1137,41659.0,2007,mazda cx 7,,,,7.48,244.0,184.1,73.7,4581.0,,,108.3,64.8,18.3,,19.5,front wheel,Gas,,,,regular
719,1138,41476.0,2007,hyundai tucson,3395.28571428571,Sport Utility,Gas V6,9.01,173.0,170.3,72.1,20659.2857142857,5.0,4.0,103.5,68.1,16.3857142857143,102.6,21.0,front wheel,"Gas V6, two.7L",four -speed SHIFTRONIC automatic transmission w/OD,twoWD Sport Utililty,MPI,regular
720,1139,40901.0,2007,kia optima,3214.8,four dr Car,Gas Ifour ,8.41,185.0,186.4,71.1,18629.0,5.0,4.0,107.1,58.3,16.4,104.0,25.0,front wheel,Regular,"5-speed automatic transmission w/OD, Sportmatic shifter",Midsize,- TBD -,regular
721,1142,40493.0,2007,kia sedona,4379.66666666667,"Mini-van, Passenger",Gas V6,8.33,250.0,202.0,78.1,23495.0,7.0,4.0,117.2,69.3,21.1,0.0,18.0,front wheel,Regular,"5-speed automatic transmission w/OD, Sportmatic shifter",twoWD Minivan,MPFI,regular
722,1143,40434.0,2007,jeep patriot,,,,7.26,172.0,173.6,69.1,2619.0,,,103.7,64.4,13.5,,24.5,four wheel,Gas,,,,regular
723,1144,39491.0,2007,jeep compass,3129.5,Sport Utility,Gas Ifour ,7.94,172.0,173.4,38.0,18800.0,5.0,4.0,103.7,65.2,13.55,101.6,25.5,four wheel,"Gas Ifour , two.four L",5-speed manual transmission,twoWD Sport Utility Vehicles,SMPI,regular
724,1145,37953.0,2007,lincoln mkx,4191.0,Sport Utility,Gas V6,,,,,34120.0,5.0,4.0,111.2,67.5,19.0,108.4,,front wheel,"Gas V6, 3.5L",6-speed automatic transmission,twoWD Sport Utility Vehicles,SMPFI,regular
725,1146,37244.0,2007,mercury milan,,,,8.39,160.0,191.4,72.2,3762.0,5.0,4.0,107.4,57.2,17.5,100.0,23.0,front wheel,Regular,Automatic 5-spd,Midsize Cars,,regular
726,1149,37183.0,2007,volkswagen passat,3540.0,Station Wagon,Turbocharged gas Ifour ,6.27,280.0,188.2,71.7,27703.3333333333,5.0,4.0,106.7,59.1333333333333,18.5,96.0,24.0,front wheel,Premium,6-speed automatic transmission w/Tiptronic & OD,Mid-Size,FSI,premium
727,1152,37170.0,2007,pontiac vibe,,,,9.01,126.0,171.9,69.9,3016.0,5.0,4.0,102.4,62.2,13.0,94.0,27.0,front wheel,Regular,Automatic four -spd,Small Station Wagons,,regular
728,1154,36300.0,2007,kia sorento,4239.0,Sport Utility,Gas V6,7.04,262.0,180.7,73.3,23535.0,5.0,4.0,106.7,70.66,21.1,105.8,20.0,two wheel,"Gas V6, 3.8L","5-speed automatic transmission w/OD, Sportmatic",twoWD Sport Utility Vehicle,MPFI,regular
729,1155,36055.0,2007,hyundai accent,2461.33333333333,twodr Car,Gas Ifour ,9.04,110.0,159.3,66.7,12865.0,5.0,2.66666666666667,98.4,57.9,11.9,184.0,28.0,front wheel,Regular,5-speed manual transmission,Compact,MPI,regular
730,1157,35226.0,2007,lexus ls,4288.0,four dr Car,Gas V8,5.49,380.0,198.0,73.8,66000.0,5.0,4.0,119.3,58.1,22.2,103.0,21.0,rear wheel,"Gas V8, four .6L","8-speed electronically controlled automatic transmission w/intelligence (ECT-i)-inc: gated shifter, sequential sport-shift mode",Mid-Size,SFI,regular
731,1158,35218.0,2007,honda element,,,,9.76,166.0,66.7,71.5,4229.0,4.0,4.0,101.4,69.5,15.9,,24.5,front wheel,Gas,,,,regular
732,1159,35202.0,2007,bmw x5,5158.5,Sport Utility,Gas V8,7.34,260.0,191.1,76.1,50200.0,5.0,4.0,115.5,69.5,22.5,102.4,20.0,all wheel,"Gas I6, 3.0L","6-speed Steptronic automatic transmission-inc: OD, adaptive transmission control, sport & manual modes, electronic selector",four WD Sport Utility Vehicle,- TBD -,regular
733,1160,35146.0,2007,ford five hundred,,,,8.47,203.0,200.7,74.5,4146.0,5.0,4.0,112.9,26.5,20.0,,25.0,front wheel,Gas,,,,regular
734,1161,34844.0,2007,mercury mariner,,,,,,,,,,,,,,,,,,,,,
735,1162,34748.0,2007,saturn outlook,,,,7.5,275.0,55.2,78.2,5679.0,8.0,4.0,118.9,72.8,22.0,,19.0,all wheel,Gas,,,,regular
736,1163,34363.0,2007,lincoln zephyr mkz,,,,,,,,,,,,,,,,,,,,,
737,1164,33879.0,2007,mercedes benz m class,,,,7.38,268.0,188.5,75.2,7682.0,,,114.7,71.5,25.1,,17.5,all wheel,Gas,,,,regular
738,1165,33685.0,2007,chevrolet corvette,3170.0,twodr Car,Gas V8,3.98,400.0,174.6,72.6,55338.3333333333,2.0,2.0,105.7,49.0333333333333,18.0,0.0,18.0,rear wheel,Premium,"Transmission, 6-speed manual, short-throw (Includes (GU6) 3.four two axle ratio.)",Two Seater,SFI,premium
739,1168,33370.0,2007,kia rio,2403.71428571429,four dr Car,Gas Ifour ,9.82,110.0,166.9,66.7,13313.5714285714,5.0,4.0,98.4,57.9,11.9,184.0,29.0,front wheel,Regular,5-speed manual transmission w/OD,Compact,MPFI,regular
740,1170,33037.0,2007,acura tsx,,,,7.91,205.0,183.4,69.4,5416.0,5.0,4.0,105.1,57.3,17.1,91.0,22.0,front wheel,Premium,Manual 6-spd,Compact Cars,,premium
741,1172,33032.0,2007,ford taurus,3309.5,four dr Car,Gas V6,9.77,153.0,197.6,73.0,21905.0,5.5,4.0,108.5,58.6,18.0,103.0,20.0,front wheel,Regular,four -speed automatic transmission w/OD,Mid-Size,SMPI,regular
742,1173,32644.0,2007,pontiac torrent,,,,8.26,185.0,188.8,71.4,4313.0,5.0,4.0,112.5,28.6,17.0,,22.0,all wheel,Gas,,,,regular
743,1174,31632.0,2007,nissan armada,5355.0,Sport Utility,Gas V8,7.41,317.0,206.9,78.8,39000.0,7.5,4.0,123.2,78.25,28.0,188.4,15.5,rear wheel,"Gas V8, 5.6L",5-speed automatic transmission,four WD Sport Utility,,regular
744,1175,31376.0,2007,mitsubishi lancer,,,,9.46,120.0,180.5,66.8,2703.0,5.0,4.0,102.4,54.9,13.2,92.0,25.0,front wheel,Regular,Automatic four -spd,Compact Cars,SOHC,regular
745,1177,31336.0,2007,volvo xc90,4506.5,Sport Utility,Gas I6,8.75,235.0,189.3,74.7,39066.875,6.0,4.0,112.6,70.2,21.1,101.0,18.0,all wheel,"Gas I6, 3.twoL","6-speed r-adaptive Geartronic automatic transmission w/OD, lock-up, winter mode",Special Purpose Vehicle,- TBD -,regular
746,1178,31021.0,2007,volkswagen new beetle,,,,8.31,150.0,161.1,67.9,3092.0,,,98.7,59.0,14.5,85.0,23.0,front wheel,Regular,Manual 5-spd,Subcompact Cars,,regular
747,1180,30256.0,2007,dodge magnum,,,,8.5,190.0,197.7,74.1,4206.0,5.0,4.0,120.0,58.3,18.0,0.0,21.0,rear wheel,Regular,Automatic four -spd,Sport Utility Vehicle - twoWD,,regular
748,1184,29286.0,2007,buick enclave,,,,,,,,,,,,,,,,,,,,,
749,1185,28788.0,2007,dodge aspen,,,,,,,,,,,,,,,,,,,,,
750,1186,28590.0,2007,nissan quest,,,,8.58,235.0,204.1,77.6,4383.0,7.0,4.0,124.0,71.9,20.0,0.0,19.0,front wheel,Premium,Automatic 5-spd,Minivan - twoWD,,premium
751,1187,28058.0,2007,bmw x3,4012.0,Sport Utility,Gas I6,6.24,260.0,179.9,73.0,38000.0,5.0,4.0,110.1,65.9,17.7,90.1,22.0,all wheel,"Gas I6, 3.0L",6-speed manual transmission w/OD,four WD Sport Utility Vehicle,- TBD -,regular
752,1188,27928.0,2007,pontiac g5,,,,8.62,148.0,179.8,67.5,2659.0,,,103.5,55.6,13.0,97.0,26.5,front wheel,Gas,,,,regular
753,1189,27292.0,2007,mitsubishi eclipse,,,,6.32,260.0,179.7,72.2,4211.0,4.0,2.0,101.4,53.5,17.7,82.0,23.0,front wheel,Regular,Manual 5-spd,Subcompact Cars,SOHC,regular
754,1193,26739.0,2007,lincoln town car,,,,,,,,,,,,,,109.0,18.0,rear wheel,Regular,Automatic four -spd,Large Cars,,regular
755,1195,26491.0,2007,mitsubishi galant,,,,9.65,160.0,190.6,72.4,4085.0,5.0,4.0,108.3,58.1,17.7,99.0,23.0,front wheel,Regular,Automatic (Sfour ),Midsize Cars,SOHC,regular
756,1197,26396.0,2007,mercedes benz gl class,,,,6.78,335.0,200.3,75.6,9882.0,,,121.1,72.4,26.4,,15.0,all wheel,Gas,,,,regular
757,1198,26081.0,2007,mercedes benz s class,4772.5,four dr Car,Gas V8,5.68,382.0,205.0,73.7,123887.5,5.0,4.0,124.6,58.0,23.8,109.4,18.0,rear wheel,"Gas V8, 5.5L","7-speed automatic -adaptive transmission-inc: electronically controlled shifting, comfort mode, Touch Shift",Large,SFI,regular
758,1199,26020.0,2007,kia rondo,,,,8.82,182.0,179.0,71.7,3455.0,,,106.3,67.7,15.8,108.0,22.0,front wheel,Regular,Automatic four -spd,Midsize Station Wagons,,regular
759,1201,25566.0,2007,mazda cx 9,4429.0,Sport Utility,Gas V6,7.29,263.0,48.9,46.1,31548.3333333333,7.0,4.0,113.2,68.0,20.1,139.2,19.0,front wheel,"Gas V6, 3.5L",6-speed automatic transmission w/OD & sport shift,twoWD Sport Utility Vehicle,MPI,regular
760,1202,24050.0,2007,lincoln navigator,5971.0,Sport Utility,Gas V8,,,,,48300.0,7.0,4.0,119.0,78.3,28.0,157.2,,rear wheel,"Gas V8, 5.four L",6-speed automatic transmission w/OD,twoWD Sport Utility Vehicle,SEFI,regular
761,1203,23849.0,2007,mercury mountaineer,,,,,,,,,,,,,,,,,,,,,
762,1204,23381.0,2007,lexus gs,,,,5.87,303.0,190.0,71.7,7947.0,,,112.2,56.1,18.8,123.2,22.5,rear wheel,Gas,,,,regular
763,1205,23356.0,2007,acura rdx,3975.0,Sport Utility,Gas Ifour ,7.05,240.0,180.7,73.6,34745.0,5.0,4.0,104.3,65.2,18.0,101.4,19.5,all wheel,"Gas Ifour , two.3L","5-speed automatic transmission w/OD, Sequential SportShift, paddle-shifters, Grade Logic Control",four WD Sport Utility Vehicle,PGM-FI,regular
764,1206,23285.0,2007,mitsubishi outlander,3632.2,Sport Utility,Gas V6,7.28,220.0,182.7,70.9,23242.0,5.8,4.0,105.1,67.38,16.28,100.4,20.0,front wheel,"Gas V6, 3.0L",6-speed Sportronic automatic transmission,twoWD Sport Utility,MPFI,regular
765,1207,23273.0,2007,toyota sequoia,5221.25,Sport Utility,Gas V8,8.12,273.0,203.9,78.9,39417.5,8.0,4.0,118.1,73.75,26.4,126.9,16.5,rear wheel,"Gas V8, four .7L",5-speed ECT-i automatic transmission w/OD,twoWD Sport Utility Vehicle,EFI,regular
766,1208,23176.0,2007,suzuki xl7,,,,7.86,252.0,197.2,72.2,4139.0,7.0,4.0,112.4,68.9,18.6,,19.0,front wheel,Gas,,,,regular
767,1209,23035.0,2007,lexus gxfour 70,,,,,,,,,,,,,,,,,,,,,
768,1210,22979.0,2007,saab 9 3,,,,6.94,210.0,183.2,69.4,4949.0,5.0,4.0,105.3,60.6,16.4,,26.0,front wheel,Gas,,,,regular
769,1211,22543.0,2007,cadillac srx,,,,7.29,255.0,194.9,72.6,7083.0,5.0,4.0,116.4,67.8,20.0,,18.5,rear wheel,Gas,,,,regular
770,1212,21948.0,2007,hyundai xg azera,,,,,,,,,,,,,,,,,,,,,
771,1213,21884.0,2007,infiniti m,,,,,,,,,,,,,,,,,,,,,
772,1214,21121.0,2007,mercury montego sable,,,,,,,,,,,,,,,,,,,,,
773,1215,10755.0,2007,mercury montego,,,,8.52,203.0,200.7,74.5,4932.0,5.0,4.0,112.9,29.2,20.0,,25.0,front wheel,Gas,,,,regular
774,1216,10366.0,2007,mercury sable,,,,9.77,153.0,199.8,73.0,3219.0,6.0,4.0,108.5,55.5,18.0,,23.5,front wheel,Gas,,,,regular
775,1217,20888.0,2007,gmc canyon,,Regular Cab Pickup - Short Bed,Gas I5,,185.0,192.8,42.6,18648.3333333333,4.26666666666667,2.4,121.1,66.73,19.0,,21.0,rear wheel,"Gas I5, 3.7L","Engine, 3.7L DOHC 5-cylinder MFI (twofour two hp [180.four kW] @ 5600 rpm), twofour two lb-ft [3two6.7 Nm] @ four 600 rpm) (Not available with (MA5) 5-speed manual transmission. Refer to the Engine and Axle section for compatibility requirements. Must specify)",,MFI,regular
776,1218,20873.0,2007,cadillac sts,,,,6.98,255.0,196.3,72.6,6563.0,5.0,4.0,116.4,57.6,17.0,102.0,19.0,rear wheel,Regular,Automatic (S5),Midsize Cars,,regular
777,1221,20724.0,2007,infiniti fx,,,,,,,,,,,,,,,,,,,,,
778,1222,20695.0,2007,audi q7,5200.0,Sport Utility,Gas V8,6.76,350.0,200.2,78.1,48900.0,5.75,4.0,118.2,68.4,26.4,0.0,14.0,all wheel,Premium,"6-speed Tiptronic automatic transmission-inc: OD, dynamic shift program (DSP)",four WD Sport Utility Vehicle,SDI,premium
779,1224,19538.0,2007,suzuki grand vitara,,,,8.15,185.0,28.3,71.3,3686.0,5.0,4.0,103.9,66.7,17.4,0.0,19.0,rear wheel,Regular,Automatic 5-spd,Sport Utility Vehicle - twoWD,,regular
780,1226,18957.0,2007,nissan 350z,,,,5.29,306.0,169.8,71.5,6399.0,2.0,2.0,104.3,52.5,20.0,0.0,20.0,rear wheel,Premium,Manual 6-spd,Two Seaters,,premium
781,1228,18511.0,2007,volvo s60,3594.33333333333,four dr Car,Turbo Gas I5,8.08,208.0,181.2,71.4,34510.0,5.0,4.0,106.9,56.2333333333333,18.0,94.0,25.5,front wheel,"High-Pressure Turbo Gas I5, two.four L",6-speed manual transmission w/OD,Compact,EFI,regular
782,1229,18141.0,2007,volvo sfour 0,,,,6.87,218.0,175.9,69.7,5218.0,5.0,4.0,103.9,57.2,15.1,,24.0,all wheel,Gas,,,,regular
783,1230,17808.0,2007,nissan rogue,,,,,,,,,,,,,,,,,,,,,
784,1231,17155.0,2007,hyundai entourage,,,,7.97,242.0,202.0,78.1,5201.0,7.0,4.0,118.9,71.5,21.1,0.0,18.0,front wheel,Regular,Automatic 5-spd,Minivan - twoWD,,regular
785,1232,16989.0,2007,land rover range rover sport,5569.5,Sport Utility,Gas V8,6.41,390.0,39.0,44.1,63885.0,5.0,4.0,108.0,71.5,23.3,0.0,14.0,four wheel,Regular,6-speed automatic transmission w/Commandshift,four WD Sport Utility Vehicle,SMPI,regular
786,1234,16790.0,2007,subaru tribeca,,,,7.16,245.0,44.4,43.3,5399.0,5.0,4.0,108.2,29.2,16.9,,20.5,all wheel,Gas,,,,regular
787,1235,16779.0,2007,pontiac solstice,,,,6.74,177.0,157.2,71.3,3872.0,2.0,2.0,95.1,50.1,13.0,0.0,21.0,rear wheel,Premium,Automatic 5-spd,Two Seaters,,premium
788,1239,16740.0,2007,suzuki aerio sxfour ,,,,,,,,,,,,,,,,,,,,,
789,1240,15784.0,2007,chevrolet monte carlo,,,,7.74,211.0,196.7,72.9,3782.0,5.0,2.0,110.5,55.8,17.0,97.0,22.0,front wheel,Regular,Automatic four -spd,Midsize Cars,,regular
790,1243,15295.0,2007,buick rendezvous,,,,9.5,196.0,186.5,73.6,4534.0,5.0,4.0,112.2,68.9,18.0,,22.5,front wheel,Gas,,,,regular
791,1244,15075.0,2007,mazda mx 5 miata,2532.75,Convertible,Gas Ifour ,6.28,166.0,157.3,67.7,24529.1666666667,2.0,2.0,91.7,49.16666666666671,12.7,46.0,27.5,rear wheel,"Gas Ifour , two.0L","6-speed manual transmission-inc: OD, short-throw shifter",Two Seater,MPFI,regular
792,1245,15009.0,2007,mercedes benz clk,,,,,,,,,,,,,,,,,,,,,
793,1246,14773.0,2007,bmw 7,4605.0,four dr Car,Gas V8,5.96,360.0,198.4,74.9,98075.0,5.0,4.0,120.45,58.4,23.3,107.5,19.0,rear wheel,"Gas V8, four .8L","6-speed Steptronic automatic transmission w/OD-inc: adaptive transmission control (ATC), sport & manual modes, electric range & mode selectors",Large,EFI,regular
794,1247,14073.0,2007,hyundai tiburon,,,,9.72,138.0,173.0,69.3,3203.0,4.0,2.0,99.6,52.4,14.5,81.0,22.0,front wheel,Regular,Automatic four -spd,Subcompact Cars,,regular
795,1252,13718.0,2007,mazda 5,,,,8.95,157.0,181.5,69.1,2789.0,,,108.3,64.2,15.9,98.0,22.0,front wheel,Regular,Manual 5-spd,Midsize Station Wagons,,regular
796,1254,13680.0,2007,mazda tribute,,,,9.66,153.0,174.4,72.0,3349.0,5.0,4.0,103.1,67.7,16.5,,24.0,front wheel,Gas,,,,regular
797,1255,13031.0,2007,mercedes benz r class,,,,7.52,268.0,203.0,75.7,7740.0,,,126.6,65.4,21.1,177.3,17.5,all wheel,Gas,,,,regular
798,1256,12744.0,2007,volkswagen eos,,,,7.31,250.0,173.6,70.5,6654.0,4.0,2.0,101.5,56.8,14.5,91.0,24.0,front wheel,Premium,Manual 6-spd,Subcompact Cars,,premium
799,1259,12630.0,2007,volvo xc70,,,,7.41,208.0,33.3,73.2,6555.0,5.0,4.0,108.8,61.5,18.0,,22.5,all wheel,Gas,,,,regular
800,1260,12589.0,2007,hyundai veracruz,,,,6.72,260.0,190.6,76.6,5346.0,7.0,4.0,110.4,68.9,20.6,,,all wheel,Gas,,,,regular
801,1261,12547.0,2007,porsche cayenne,4978.0,Sport Utility,Gas V8,5.39,450.0,188.3,75.9,68050.0,5.0,4.0,112.4,66.9,26.4,0.0,16.0,all wheel,Premium,6-speed Tiptronic S transmission w/OD,four WD Special Purpose Vehicle,SMPI,premium
802,1263,12493.0,2007,porsche 911,3242.53846153846,twodr Car,Gas Flat 6-cyl,4.51,325.0,174.3,72.9,93669.2307692308,3.6923076923076894,2.0,92.5338461538462,51.2292307692308,17.0230769230769,68.4615384615385,22.0,all wheel,"Gas Flat 6-cyl, 3.6L",6-speed manual transmission,Mini-Compact,EFI,regular
803,1264,12431.0,2007,hummer htwo,,,,,325.0,34.7,67.6,9739.0,5.0,4.0,122.8,79.2,32.0,,,four wheel,Gas,,,,regular
804,1265,12347.0,2007,volvo s80,,,,7.35,235.0,191.0,73.3,6966.0,5.0,4.0,111.6,58.8,18.5,,23.5,front wheel,Gas,,,,regular
805,1266,12316.0,2007,land rover range rover,5555.5,Sport Utility,Gas V8,6.43,400.0,195.8,77.0,84285.0,5.0,4.0,113.3,75.0,27.6,0.0,14.0,four wheel,Regular,6-speed automatic transmission w/Commandshift,four WD Sport Utility Vehicle,SMPI,regular
806,1268,12288.0,2007,infiniti qx56,,,,,,,,,,,,,,,,,,,,,
807,1269,12001.0,2007,audi a6,4062.0,four dr Car,Gas V6,7.41,255.0,193.5,71.3,47587.5,5.0,4.0,111.9,57.6,21.1,98.0,21.0,all wheel,Premium,"6-speed ""Tiptronic"" automatic transmission-inc: dynamic shift programming (DSP), auto shift lock",Midsize,FSI,premium
808,1270,11886.0,2007,mitsubishi endeavor,,,,7.67,225.0,190.2,73.6,5219.0,5.0,4.0,108.3,69.6,21.4,106.7,17.5,all wheel,Gas,,,,regular
809,1271,11263.0,2007,saturn sky,,,,5.05,260.0,161.1,71.4,5116.0,2.0,2.0,95.1,50.2,13.0,0.0,21.0,rear wheel,Premium,Automatic 5-spd,Two Seaters,,premium
810,1275,11039.0,2007,land rover lr3,,,,7.02,300.0,72.1,45.1,9582.0,7.0,4.0,113.6,74.1,22.8,0.0,14.0,four wheel,Regular,Automatic (S6),Sport Utility Vehicle - four WD,,regular
811,1277,10948.0,2007,scion xd,,,,,,,,,,,,,,,,,,,,,
812,1278,10097.0,2007,bmw zfour ,3128.2,Convertible,Gas I6,6.07,215.0,161.1,70.1,44280.0,2.0,2.0,98.24,50.82,14.5,47.6,24.5,rear wheel,"Gas I6, 3.0L",6-speed manual transmission,Two-Seater,- TBD -,regular
813,1279,9547.0,2007,scion xa,,,,9.41,103.0,154.1,66.7,2044.0,5.0,4.0,93.3,60.2,11.9,,34.5,front wheel,Gas,,,,regular
814,1280,9205.0,2007,land rover lrtwo,,,,,,,,,,,,,,,,,,,,,
815,1281,9033.0,2007,bmw 6,4099.5,Convertible,Gas V10,3.69,500.0,191.8,73.0,90100.0,4.0,2.0,109.45,54.1,18.5,81.5,14.0,rear wheel,"Gas V8, four .8L","6-speed manual transmission-inc: OD, dynamic driving control (sport button)",Subcompact,- TBD -,regular
816,1282,8812.0,2007,volkswagen touareg,,,,6.56,350.0,187.2,75.9,7759.0,5.0,4.0,112.4,68.0,26.4,0.0,16.0,four wheel,Premium,Automatic (S6),Sport Utility Vehicle - four WD,,premium
817,1285,8774.0,2007,chrysler crossfire,,,,6.13,215.0,159.8,69.5,6220.0,,,94.5,51.5,15.9,55.6,19.0,rear wheel,Gas,,,,regular
818,1286,8382.0,2007,lincoln mark lt,,,,,,,,,,,,,,0.0,14.0,rear wheel,Regular,Automatic four -spd,Standard Pickup Trucks twoWD,,regular
819,1288,8262.0,2007,mitsubishi raider,,,,7.95,235.0,219.9,71.9,4833.0,5.0,2.0,131.3,68.6,22.0,,16.5,four wheel,Gas,,,,regular
820,1289,7906.0,2007,mercedes benz cls class,4115.0,four dr Car,Gas V8,5.25,382.0,193.0,73.7,79550.0,4.0,4.0,112.4,54.7,21.1,93.0,17.0,rear wheel,"Gas V8, 5.5L","7-speed r-adaptive automatic transmission-inc: Touch Shift, optimum gear programming, comfort mode, AMG Speedshift, shift paddle manual mode",Mid-Size,SMPI,regular
821,1290,7270.0,2007,mercedes benz slk,,,,,,,,,,,,,,,,,,,,,
822,1291,6353.0,2007,audi a3,3417.33333333333,four dr Car,Gas Ifour ,8.01,200.0,168.7,69.5,28713.3333333333,5.0,4.0,101.5,56.0,14.5,89.0,24.0,front wheel,Premium,Direct shift gearbox (DSG) 6-speed automatic transmission-inc: electro-hydraulic control,Small Station Wgn,DI,premium
823,1293,6262.0,2007,acura rl,,,,6.17,290.0,193.6,72.7,7770.0,5.0,4.0,110.2,57.1,19.4,99.0,19.0,all wheel,Premium,Automatic (S5),Midsize Cars,,premium
824,1294,6126.0,2007,mercedes benz sl class,4334.5,Convertible,Gas V8,5.44,382.0,178.5,71.5,135400.0,2.0,2.0,100.8,51.0,21.1,57.8,17.0,rear wheel,"Gas V8, 5.5L","5-speed automatic AMG-enhanced r-adaptive transmission-inc: Touch Shift, optimum gear programming, comfort mode, AMG SpeedShift, fingertip manual mode, electronically controlled shifting",Two Seater,SMPI,regular
825,1295,6027.0,2007,porsche cayman,,,,5.29,245.0,172.1,70.9,8208.0,2.0,2.0,95.1,51.4,16.9,0.0,21.0,rear wheel,Premium,Automatic 5-spd,Two Seaters,,premium
826,1298,5767.0,2007,mazda rx 8,,,,5.77,232.0,174.3,69.7,4758.0,4.0,2.0,106.4,52.8,15.9,89.0,18.0,rear wheel,Premium,Manual 6-spd,Subcompact Cars,,premium
827,1300,5569.0,2007,buick terraza,,,,8.71,240.0,205.0,75.2,4798.0,7.0,4.0,121.1,72.0,25.0,,21.5,front wheel,Gas,,,,regular
